case_id,s_observed_mm,grid_mm,s_upward_mapped_mm,mapping_delta_um,discrete_status,continuous_status,continuous_margin_um,agreement,error_type
HO-0081,4.456439207693417,0.002,4.458,1.560792306583000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0082,4.793242219677155,0.002,4.794,0.757780322845000,IRRECOVERABLE,IRRECOVERABLE,-12.395311790368623,true,AGREEMENT_IRRECOVERABLE
HO-0083,4.626749201697986,0.002,4.628,1.250798302014000,IRRECOVERABLE,IRRECOVERABLE,-2.3736652711806414,true,AGREEMENT_IRRECOVERABLE
HO-0084,4.205204224549033,0.002,4.206,0.795775450967000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0085,4.206993975693173,0.002,4.208,1.006024306827000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0086,4.353944179858006,0.002,4.354,0.055820141994000,RECOVERABLE,RECOVERABLE,0.7797486437179373,true,AGREEMENT_RECOVERABLE
HO-0087,4.425600826554665,0.002,4.426,0.399173445335000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0088,4.46175823897744,0.002,4.462,0.24176102256000,RECOVERABLE,RECOVERABLE,0.7797486437177525,true,AGREEMENT_RECOVERABLE
HO-0089,4.1941838262134326,0.002,4.196,1.8161737865674000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0090,4.254981756434879,0.002,4.256,1.018243565121000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0091,4.790391248114897,0.002,4.792,1.608751885103000,IRRECOVERABLE,IRRECOVERABLE,-12.226209848904375,true,AGREEMENT_IRRECOVERABLE
HO-0092,4.331922418138382,0.002,4.332,0.077581861618000,RECOVERABLE,RECOVERABLE,0.7797486437181078,true,AGREEMENT_RECOVERABLE
HO-0093,4.635613349556147,0.002,4.636,0.386650443853000,IRRECOVERABLE,IRRECOVERABLE,-2.914781964622918,true,AGREEMENT_IRRECOVERABLE
HO-0094,4.280001333122862,0.002,4.282,1.998666877138000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0095,4.251952911300943,0.002,4.252,0.047088699057000,RECOVERABLE,RECOVERABLE,0.7797486437179515,true,AGREEMENT_RECOVERABLE
HO-0096,4.477886934876266,0.002,4.478,0.113065123734000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0097,4.401466845769097,0.002,4.402,0.533154230903000,RECOVERABLE,RECOVERABLE,0.7797486437182215,true,AGREEMENT_RECOVERABLE
HO-0098,4.573238685785399,0.002,4.574,0.761314214601000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0099,4.538098254239547,0.002,4.54,1.901745760453000,RECOVERABLE,RECOVERABLE,0.7797486437170704,true,AGREEMENT_RECOVERABLE
HO-0100,4.260619384328261,0.002,4.262,1.380615671739000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0101,4.194779830090836,0.002,4.196,1.220169909164000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0102,4.337923322954387,0.002,4.338,0.076677045613000,RECOVERABLE,RECOVERABLE,0.7797486437179799,true,AGREEMENT_RECOVERABLE
HO-0103,4.4070625769372676,0.002,4.408,0.9374230627324000,RECOVERABLE,RECOVERABLE,0.7797486437177241,true,AGREEMENT_RECOVERABLE
HO-0104,4.462878968245348,0.002,4.464,1.121031754652000,RECOVERABLE,RECOVERABLE,0.7797486437177525,true,AGREEMENT_RECOVERABLE
HO-0105,4.450164850771611,0.002,4.452,1.835149228389000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0106,4.490890157182178,0.002,4.492,1.109842817822000,RECOVERABLE,RECOVERABLE,0.7797486437184062,true,AGREEMENT_RECOVERABLE
HO-0107,4.664350215139348,0.002,4.666,1.649784860652000,IRRECOVERABLE,IRRECOVERABLE,-4.6631580971924365,true,AGREEMENT_IRRECOVERABLE
HO-0108,4.517146101466886,0.002,4.518,0.853898533114000,RECOVERABLE,RECOVERABLE,0.7797486437178947,true,AGREEMENT_RECOVERABLE
HO-0109,4.225256936426783,0.002,4.226,0.743063573217000,RECOVERABLE,RECOVERABLE,0.7797486437183778,true,AGREEMENT_RECOVERABLE
HO-0110,4.694842783796862,0.002,4.696,1.157216203138000,IRRECOVERABLE,IRRECOVERABLE,-6.508551116460325,true,AGREEMENT_IRRECOVERABLE
HO-0111,4.50291276931817,0.002,4.504,1.08723068183000,RECOVERABLE,RECOVERABLE,0.7797486437182783,true,AGREEMENT_RECOVERABLE
HO-0112,4.316815469854136,0.002,4.318,1.184530145864000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0113,4.369781461304282,0.002,4.37,0.218538695718000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0114,4.353585344871453,0.002,4.354,0.414655128547000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0115,4.611503133699914,0.002,4.612,0.496866300086000,IRRECOVERABLE,IRRECOVERABLE,-1.4409557634188843,true,AGREEMENT_IRRECOVERABLE
HO-0116,4.42860586868633,0.002,4.43,1.39413131367000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0117,4.318031947448616,0.002,4.32,1.968052551384000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0118,4.783871987822764,0.002,4.784,0.128012177236000,IRRECOVERABLE,IRRECOVERABLE,-11.83920243767524,true,AGREEMENT_IRRECOVERABLE
HO-0119,4.563644953381895,0.002,4.564,0.355046618105000,RECOVERABLE,RECOVERABLE,0.7797486437173831,true,AGREEMENT_RECOVERABLE
HO-0120,4.569252081507915,0.002,4.57,0.747918492085000,RECOVERABLE,RECOVERABLE,0.7797486437178236,true,AGREEMENT_RECOVERABLE
HO-0121,4.186820637825683,0.002,4.188,1.179362174317000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0122,4.502156412948833,0.002,4.504,1.843587051167000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0123,4.733520398898533,0.002,4.734,0.479601101467000,IRRECOVERABLE,IRRECOVERABLE,-8.834844488510868,true,AGREEMENT_IRRECOVERABLE
HO-0124,4.685567585534869,0.002,4.686,0.432414465131000,IRRECOVERABLE,IRRECOVERABLE,-5.948287002235631,true,AGREEMENT_IRRECOVERABLE
HO-0125,4.244355889167789,0.002,4.246,1.644110832211000,RECOVERABLE,RECOVERABLE,0.7797486437165588,true,AGREEMENT_RECOVERABLE
HO-0126,4.416234152880075,0.002,4.418,1.765847119925000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0127,4.638767087457192,0.002,4.64,1.232912542808000,IRRECOVERABLE,IRRECOVERABLE,-3.107097083597708,true,AGREEMENT_IRRECOVERABLE
HO-0128,4.4535092068489615,0.002,4.454,0.4907931510385000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0129,4.443294665667741,0.002,4.444,0.705334332259000,RECOVERABLE,RECOVERABLE,0.779748643718321,true,AGREEMENT_RECOVERABLE
HO-0130,4.763049710108843,0.002,4.764,0.950289891157000,IRRECOVERABLE,IRRECOVERABLE,-10.600077756249533,true,AGREEMENT_IRRECOVERABLE
HO-0131,4.225247327678451,0.002,4.226,0.752672321549000,RECOVERABLE,RECOVERABLE,0.7797486437182926,true,AGREEMENT_RECOVERABLE
HO-0132,4.354318990471544,0.002,4.356,1.681009528456000,RECOVERABLE,RECOVERABLE,0.7797486437179657,true,AGREEMENT_RECOVERABLE
HO-0133,4.43922073922973,0.002,4.44,0.77926077027000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0134,4.643179885220966,0.002,4.644,0.820114779034000,IRRECOVERABLE,IRRECOVERABLE,-3.3760079356057986,true,AGREEMENT_IRRECOVERABLE
HO-0135,4.257385049789248,0.002,4.258,0.614950210752000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0136,4.452368733975462,0.002,4.454,1.631266024538000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0137,4.220666043815472,0.002,4.222,1.333956184528000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0138,4.526279125502523,0.002,4.528,1.720874497477000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0139,4.488102546024753,0.002,4.49,1.897453975247000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0140,4.657007496674924,0.002,4.658,0.992503325076000,IRRECOVERABLE,IRRECOVERABLE,-4.217274622486386,true,AGREEMENT_IRRECOVERABLE
HO-0141,4.6854850297683095,0.002,4.686,0.5149702316905000,IRRECOVERABLE,IRRECOVERABLE,-5.94329607967606,true,AGREEMENT_IRRECOVERABLE
HO-0142,4.192098417997437,0.002,4.194,1.901582002563000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0143,4.780903362368273,0.002,4.782,1.096637631727000,IRRECOVERABLE,IRRECOVERABLE,-11.662823732938847,true,AGREEMENT_IRRECOVERABLE
HO-0144,4.78579883581388,0.002,4.786,0.20116418612000,IRRECOVERABLE,IRRECOVERABLE,-11.953634411829356,true,AGREEMENT_IRRECOVERABLE
HO-0145,4.621174090603979,0.002,4.622,0.825909396021000,IRRECOVERABLE,IRRECOVERABLE,-2.032890667708159,true,AGREEMENT_IRRECOVERABLE
HO-0146,4.462342452994207,0.002,4.464,1.657547005793000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0147,4.705002965943778,0.002,4.706,0.997034056222000,IRRECOVERABLE,IRRECOVERABLE,-7.121205024449921,true,AGREEMENT_IRRECOVERABLE
HO-0148,4.554503263847892,0.002,4.556,1.496736152108000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0149,4.246146240811958,0.002,4.248,1.853759188042000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0150,4.642769392363112,0.002,4.644,1.230607636888000,IRRECOVERABLE,IRRECOVERABLE,-3.351001913261385,true,AGREEMENT_IRRECOVERABLE
HO-0151,4.329107199602026,0.002,4.33,0.892800397974000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0152,4.3392946703000606,0.002,4.34,0.7053296999394000,RECOVERABLE,RECOVERABLE,0.7797486437170988,true,AGREEMENT_RECOVERABLE
HO-0153,4.303276178003347,0.002,4.304,0.723821996653000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0154,4.277994220289894,0.002,4.278,0.005779710106000,RECOVERABLE,RECOVERABLE,0.7797486437183778,true,AGREEMENT_RECOVERABLE
HO-0155,4.2506861330506185,0.002,4.252,1.3138669493815000,RECOVERABLE,RECOVERABLE,0.7797486437168573,true,AGREEMENT_RECOVERABLE
HO-0156,4.777217948627194,0.002,4.778,0.782051372806000,IRRECOVERABLE,IRRECOVERABLE,-11.44372678370155,true,AGREEMENT_IRRECOVERABLE
HO-0157,4.221139332744338,0.002,4.222,0.860667255662000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0158,4.18270688015734,0.002,4.184,1.29311984266000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0159,4.216862834685467,0.002,4.218,1.137165314533000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0160,4.189996535410152,0.002,4.19,0.003464589848000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0161,4.475261269118578,0.002,4.476,0.738730881422000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0162,4.376404961667715,0.002,4.378,1.595038332285000,RECOVERABLE,RECOVERABLE,0.7797486437184347,true,AGREEMENT_RECOVERABLE
HO-0163,4.436073676315808,0.002,4.438,1.926323684192000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0164,4.623784122353253,0.002,4.624,0.215877646747000,IRRECOVERABLE,IRRECOVERABLE,-2.192469173674823,true,AGREEMENT_IRRECOVERABLE
HO-0165,4.247960876977332,0.002,4.248,0.039123022668000,RECOVERABLE,RECOVERABLE,0.779748643718122,true,AGREEMENT_RECOVERABLE
HO-0166,4.690862167003328,0.002,4.692,1.137832996672000,IRRECOVERABLE,IRRECOVERABLE,-6.268217761842507,true,AGREEMENT_IRRECOVERABLE
HO-0167,4.76282638710052,0.002,4.764,1.17361289948000,IRRECOVERABLE,IRRECOVERABLE,-10.586762789226896,true,AGREEMENT_IRRECOVERABLE
HO-0168,4.216577544122841,0.002,4.218,1.422455877159000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0169,4.7337437583738255,0.002,4.734,0.2562416261745000,IRRECOVERABLE,IRRECOVERABLE,-8.848231821822353,true,AGREEMENT_IRRECOVERABLE
HO-0170,4.298196551969774,0.002,4.3,1.803448030226000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0171,4.339436355268448,0.002,4.34,0.563644731552000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0172,4.53106275927958,0.002,4.532,0.93724072042000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0173,4.3370048462467,0.002,4.338,0.9951537533000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0174,4.26376728996606,0.002,4.264,0.23271003394000,RECOVERABLE,RECOVERABLE,0.7797486437184347,true,AGREEMENT_RECOVERABLE
HO-0175,4.585293343816971,0.002,4.586,0.706656183029000,IRRECOVERABLE,RECOVERABLE,0.16842001198990886,false,CONSERVATIVE_FALSE_REJECTION
HO-0176,4.79230103191694,0.002,4.794,1.69896808306000,IRRECOVERABLE,IRRECOVERABLE,-12.339495941593242,true,AGREEMENT_IRRECOVERABLE
HO-0177,4.438801083671846,0.002,4.44,1.198916328154000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0178,4.242550792187121,0.002,4.244,1.449207812879000,RECOVERABLE,RECOVERABLE,0.7797486437180368,true,AGREEMENT_RECOVERABLE
HO-0179,4.691866507021709,0.002,4.692,0.133492978291000,IRRECOVERABLE,IRRECOVERABLE,-6.328871864507178,true,AGREEMENT_IRRECOVERABLE
HO-0180,4.686957776754352,0.002,4.688,1.042223245648000,IRRECOVERABLE,IRRECOVERABLE,-6.032320163075752,true,AGREEMENT_IRRECOVERABLE
HO-0181,4.461190148120181,0.002,4.462,0.809851879819000,RECOVERABLE,RECOVERABLE,0.7797486437170846,true,AGREEMENT_RECOVERABLE
HO-0182,4.234774251705718,0.002,4.236,1.225748294282000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0183,4.688074782619988,0.002,4.69,1.925217380012000,IRRECOVERABLE,IRRECOVERABLE,-6.099824881431928,true,AGREEMENT_IRRECOVERABLE
HO-0184,4.272868959400577,0.002,4.274,1.131040599423000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0185,4.773303686278142,0.002,4.774,0.696313721858000,IRRECOVERABLE,IRRECOVERABLE,-11.21086608976239,true,AGREEMENT_IRRECOVERABLE
HO-0186,4.599438447103445,0.002,4.6,0.561552896555000,IRRECOVERABLE,IRRECOVERABLE,-0.701074011018207,true,AGREEMENT_IRRECOVERABLE
HO-0187,4.612337193357553,0.002,4.614,1.662806642447000,IRRECOVERABLE,IRRECOVERABLE,-1.492046701942641,true,AGREEMENT_IRRECOVERABLE
HO-0188,4.50687905213646,0.002,4.508,1.12094786354000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0189,4.2858979364224075,0.002,4.286,0.1020635775925000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0190,4.522313727541044,0.002,4.524,1.686272458956000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0191,4.692664006947072,0.002,4.694,1.335993052928000,IRRECOVERABLE,IRRECOVERABLE,-6.377026710115956,true,AGREEMENT_IRRECOVERABLE
HO-0192,4.765086441960155,0.002,4.766,0.913558039845000,IRRECOVERABLE,IRRECOVERABLE,-10.7214871867899,true,AGREEMENT_IRRECOVERABLE
HO-0193,4.788162636176376,0.002,4.79,1.837363823624000,IRRECOVERABLE,IRRECOVERABLE,-12.093962140936085,true,AGREEMENT_IRRECOVERABLE
HO-0194,4.440222526540162,0.002,4.442,1.777473459838000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0195,4.2229546941326745,0.002,4.224,1.0453058673255000,RECOVERABLE,RECOVERABLE,0.779748643716772,true,AGREEMENT_RECOVERABLE
HO-0196,4.79488177179293,0.002,4.796,1.11822820707000,IRRECOVERABLE,IRRECOVERABLE,-12.49252066006322,true,AGREEMENT_IRRECOVERABLE
HO-0197,4.5247343736780214,0.002,4.526,1.2656263219786000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0198,4.419765108543824,0.002,4.42,0.234891456176000,RECOVERABLE,RECOVERABLE,0.7797486437169567,true,AGREEMENT_RECOVERABLE
HO-0199,4.557454791136146,0.002,4.558,0.545208863854000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0200,4.263976776706544,0.002,4.264,0.023223293456000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0201,4.380856986545847,0.002,4.382,1.143013454153000,RECOVERABLE,RECOVERABLE,0.7797486437182926,true,AGREEMENT_RECOVERABLE
HO-0202,4.315056587386261,0.002,4.316,0.943412613739000,RECOVERABLE,RECOVERABLE,0.7797486437169425,true,AGREEMENT_RECOVERABLE
HO-0203,4.401067472072363,0.002,4.402,0.932527927637000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0204,4.377859934861993,0.002,4.378,0.140065138007000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0205,4.485258814864201,0.002,4.486,0.741185135799000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0206,4.235704439414606,0.002,4.236,0.295560585394000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0207,4.739807762604602,0.002,4.74,0.192237395398000,IRRECOVERABLE,IRRECOVERABLE,-9.211480777124919,true,AGREEMENT_IRRECOVERABLE
HO-0208,4.710303006461145,0.002,4.712,1.696993538855000,IRRECOVERABLE,IRRECOVERABLE,-7.440352482453051,true,AGREEMENT_IRRECOVERABLE
HO-0209,4.429794963868144,0.002,4.43,0.205036131856000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0210,4.259364399447993,0.002,4.26,0.635600552007000,RECOVERABLE,RECOVERABLE,0.7797486437179515,true,AGREEMENT_RECOVERABLE
HO-0211,4.32874714822675,0.002,4.33,1.25285177325000,RECOVERABLE,RECOVERABLE,0.7797486437182783,true,AGREEMENT_RECOVERABLE
HO-0212,4.712086419593088,0.002,4.714,1.913580406912000,IRRECOVERABLE,IRRECOVERABLE,-7.547674422574161,true,AGREEMENT_IRRECOVERABLE
HO-0213,4.433175410072156,0.002,4.434,0.824589927844000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0214,4.380068587429199,0.002,4.382,1.931412570801000,RECOVERABLE,RECOVERABLE,0.7797486437182783,true,AGREEMENT_RECOVERABLE
HO-0215,4.5288075792162585,0.002,4.53,1.1924207837415000,RECOVERABLE,RECOVERABLE,0.7797486437182783,true,AGREEMENT_RECOVERABLE
HO-0216,4.494979421299346,0.002,4.496,1.020578700654000,RECOVERABLE,RECOVERABLE,0.779748643717582,true,AGREEMENT_RECOVERABLE
HO-0217,4.483566270733208,0.002,4.484,0.433729266792000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0218,4.314219963278319,0.002,4.316,1.780036721681000,RECOVERABLE,RECOVERABLE,0.7797486437182215,true,AGREEMENT_RECOVERABLE
HO-0219,4.493066002649676,0.002,4.494,0.933997350324000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0220,4.594621328980901,0.002,4.596,1.378671019099000,IRRECOVERABLE,IRRECOVERABLE,-0.40521358709200683,true,AGREEMENT_IRRECOVERABLE
HO-0221,4.603345095812043,0.002,4.604,0.654904187957000,IRRECOVERABLE,IRRECOVERABLE,-0.940828287481267,true,AGREEMENT_IRRECOVERABLE
HO-0222,4.706874580337588,0.002,4.708,1.125419662412000,IRRECOVERABLE,IRRECOVERABLE,-7.233940853045453,true,AGREEMENT_IRRECOVERABLE
HO-0223,4.767413000785325,0.002,4.768,0.586999214675000,IRRECOVERABLE,IRRECOVERABLE,-10.860118899637627,true,AGREEMENT_IRRECOVERABLE
HO-0224,4.258862379613877,0.002,4.26,1.137620386123000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0225,4.535549748401663,0.002,4.536,0.450251598337000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0226,4.295008894904713,0.002,4.296,0.991105095287000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0227,4.693615626842647,0.002,4.694,0.384373157353000,IRRECOVERABLE,IRRECOVERABLE,-6.4344786681493105,true,AGREEMENT_IRRECOVERABLE
HO-0228,4.771925031091264,0.002,4.772,0.074968908736000,IRRECOVERABLE,IRRECOVERABLE,-11.128810499027324,true,AGREEMENT_IRRECOVERABLE
HO-0229,4.613910970741299,0.002,4.614,0.089029258701000,IRRECOVERABLE,IRRECOVERABLE,-1.5884288958382484,true,AGREEMENT_IRRECOVERABLE
HO-0230,4.410870322220826,0.002,4.412,1.129677779174000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0231,4.614789382895334,0.002,4.616,1.210617104666000,IRRECOVERABLE,IRRECOVERABLE,-1.6422133616996604,true,AGREEMENT_IRRECOVERABLE
HO-0232,4.684699898941406,0.002,4.686,1.300101058594000,IRRECOVERABLE,IRRECOVERABLE,-5.895827178230121,true,AGREEMENT_IRRECOVERABLE
HO-0233,4.235274102731098,0.002,4.236,0.725897268902000,RECOVERABLE,RECOVERABLE,0.7797486437184062,true,AGREEMENT_RECOVERABLE
HO-0234,4.2517644621210176,0.002,4.252,0.2355378789824000,RECOVERABLE,RECOVERABLE,0.7797486437160899,true,AGREEMENT_RECOVERABLE
HO-0235,4.296786119588176,0.002,4.298,1.213880411824000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0236,4.33943997816172,0.002,4.34,0.56002183828000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0237,4.522735308919008,0.002,4.524,1.264691080992000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0238,4.2595859635413715,0.002,4.26,0.4140364586285000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0239,4.600688199286319,0.002,4.602,1.311800713681000,IRRECOVERABLE,IRRECOVERABLE,-0.7777905008059918,true,AGREEMENT_IRRECOVERABLE
HO-0240,4.773149010374309,0.002,4.774,0.850989625691000,IRRECOVERABLE,IRRECOVERABLE,-11.201661011604898,true,AGREEMENT_IRRECOVERABLE
HO-0241,4.523156760070922,0.002,4.524,0.843239929078000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0242,4.406197994079311,0.002,4.408,1.802005920689000,RECOVERABLE,RECOVERABLE,0.7797486437168004,true,AGREEMENT_RECOVERABLE
HO-0243,4.536558915597194,0.002,4.538,1.441084402806000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0244,4.483916502273719,0.002,4.484,0.083497726281000,RECOVERABLE,RECOVERABLE,0.779748643717241,true,AGREEMENT_RECOVERABLE
HO-0245,4.285741755095019,0.002,4.286,0.258244904981000,RECOVERABLE,RECOVERABLE,0.7797486437177241,true,AGREEMENT_RECOVERABLE
HO-0246,4.3739363053787335,0.002,4.374,0.0636946212665000,RECOVERABLE,RECOVERABLE,0.779748643718122,true,AGREEMENT_RECOVERABLE
HO-0247,4.72050386023197,0.002,4.722,1.49613976803000,IRRECOVERABLE,IRRECOVERABLE,-8.053754984980529,true,AGREEMENT_IRRECOVERABLE
HO-0248,4.539312099983378,0.002,4.54,0.687900016622000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0249,4.316832200773263,0.002,4.318,1.167799226737000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0250,4.6484800878834305,0.002,4.65,1.5199121165695000,IRRECOVERABLE,IRRECOVERABLE,-3.698716058008003,true,AGREEMENT_IRRECOVERABLE
HO-0251,4.658177106652792,0.002,4.66,1.822893347208000,IRRECOVERABLE,IRRECOVERABLE,-4.288337905377659,true,AGREEMENT_IRRECOVERABLE
HO-0252,4.6197534697980815,0.002,4.62,0.2465302019185000,IRRECOVERABLE,IRRECOVERABLE,-1.9460020328559295,true,AGREEMENT_IRRECOVERABLE
HO-0253,4.740538422616776,0.002,4.742,1.461577383224000,IRRECOVERABLE,IRRECOVERABLE,-9.255222470122803,true,AGREEMENT_IRRECOVERABLE
HO-0254,4.336675585697343,0.002,4.338,1.324414302657000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0255,4.297829099443481,0.002,4.298,0.170900556519000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0256,4.196866352124337,0.002,4.198,1.133647875663000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0257,4.218016314874403,0.002,4.22,1.983685125597000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0258,4.5330812572688775,0.002,4.534,0.9187427311225000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
