state_order,state_mm,remaining_passes,rpra_action_mm,rpra_immediate_deflection_um,rpra_successor_mm,rpra_discrete_class,rpra_selected_continuous_status,rpra_selected_continuous_detail,online_decision_status,online_action_mm,online_immediate_deflection_um,online_successor_mm,online_discrete_class,online_selected_continuous_status,exact_action_agreement,signed_action_delta_um_online_minus_rpra,absolute_action_difference_um,immediate_deflection_delta_um_rpra_minus_online,disagreement_classification,rpra_local_candidate_count,rpra_preserving_candidate_count,online_local_candidate_count,online_continuous_solve_calls,online_downstream_pass_count_evaluated,online_downstream_fail_count_evaluated,online_downstream_unresolved_count_evaluated
105,4.285,3,0.36,48.88396462690824,3.925,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.88396462690824,3.925,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,106,106,106,1,1,0,0
106,4.286,3,0.36,48.84662011773112,3.926,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.84662011773112,3.926,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,107,107,107,1,1,0,0
107,4.287,3,0.36,48.80931363758369,3.927,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.80931363758369,3.927,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,108,108,108,1,1,0,0
108,4.288,3,0.36,48.77204513807068,3.928,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.77204513807068,3.928,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,109,109,109,1,1,0,0
109,4.289,3,0.36,48.73481457087064,3.929,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.73481457087064,3.929,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,110,110,110,1,1,0,0
110,4.29,3,0.36,48.69762188773589,3.93,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,PASS,0.36,48.69762188773589,3.93,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,111,111,111,1,1,0,0
111,4.291,3,0.36,48.660467040492456,3.931,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.660467040492456,3.931,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,112,112,112,1,1,0,0
112,4.292,3,0.36,48.62334998103975,3.932,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.62334998103975,3.932,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,113,113,113,1,1,0,0
113,4.293,3,0.36,48.586270661350575,3.933,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.586270661350575,3.933,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,114,114,114,1,1,0,0
114,4.294,3,0.36,48.549229033471015,3.934,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.549229033471015,3.934,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,115,115,115,1,1,0,0
115,4.295,3,0.36,48.51222504952019,3.935,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.51222504952019,3.935,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,116,116,116,1,1,0,0
116,4.296,3,0.36,48.47525866169025,3.936,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.47525866169025,3.936,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,117,117,117,1,1,0,0
117,4.297,3,0.36,48.43832982224611,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.36,48.43832982224611,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,118,118,118,1,1,0,0
118,4.298,3,0.361,48.60174512994904,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.361,48.60174512994904,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,119,118,119,2,1,1,0
119,4.299,3,0.362,48.76527477442611,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.362,48.76527477442611,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,120,118,120,3,1,2,0
120,4.3,3,0.363,48.92891856370746,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.363,48.92891856370746,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,121,118,121,4,1,3,0
121,4.301,3,0.364,49.09267630659239,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.364,49.09267630659239,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,122,118,122,5,1,4,0
122,4.302,3,0.365,49.256547812644115,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.365,49.256547812644115,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,123,118,123,6,1,5,0
123,4.303,3,0.366,49.42053289218462,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.366,49.42053289218462,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,124,118,124,7,1,6,0
124,4.304,3,0.367,49.584631356289556,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.367,49.584631356289556,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,125,118,125,8,1,7,0
125,4.305,3,0.368,49.74884301678238,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.368,49.74884301678238,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,126,118,126,9,1,8,0
126,4.306,3,0.369,49.913167686230615,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.369,49.913167686230615,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,127,118,127,10,1,9,0
127,4.307,3,0.37,50.07760517793986,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.37,50.07760517793986,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,128,118,128,11,1,10,0
128,4.308,3,0.371,50.2421553059494,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.371,50.2421553059494,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,129,118,129,12,1,11,0
129,4.309,3,0.372,50.40681788502673,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.372,50.40681788502673,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,130,118,130,13,1,12,0
130,4.31,3,0.373,50.571592730662694,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.373,50.571592730662694,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,131,118,131,14,1,13,0
131,4.311,3,0.374,50.73647965906746,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.374,50.73647965906746,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,132,118,132,15,1,14,0
132,4.312,3,0.375,50.90147848716503,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.375,50.90147848716503,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,133,118,133,16,1,15,0
133,4.313,3,0.376,51.066589032588475,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.376,51.066589032588475,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,134,118,134,17,1,16,0
134,4.314,3,0.377,51.23181111367573,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.377,51.23181111367573,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,135,118,135,18,1,17,0
135,4.315,3,0.378,51.39714454946439,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.378,51.39714454946439,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,136,118,136,19,1,18,0
136,4.316,3,0.379,51.56258915968789,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.379,51.56258915968789,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,137,118,137,20,1,19,0
137,4.317,3,0.38,51.72814476476946,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.38,51.72814476476946,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,138,118,138,21,1,20,0
138,4.318,3,0.381,51.893811185819246,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.381,51.893811185819246,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,139,118,139,22,1,21,0
139,4.319,3,0.382,52.05958824462927,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.382,52.05958824462927,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,140,118,140,23,1,22,0
140,4.32,3,0.383,52.225475763668435,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.383,52.225475763668435,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,141,118,141,24,1,23,0
141,4.321,3,0.384,52.391473566079156,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.384,52.391473566079156,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,142,118,142,25,1,24,0
142,4.322,3,0.385,52.55758147567137,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.385,52.55758147567137,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,143,118,143,26,1,25,0
143,4.323,3,0.386,52.72379931692007,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.386,52.72379931692007,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,144,118,144,27,1,26,0
144,4.324,3,0.387,52.89012691496022,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.387,52.89012691496022,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,145,118,145,28,1,27,0
145,4.325,3,0.388,53.0565640955821,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.388,53.0565640955821,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,146,118,146,29,1,28,0
146,4.326,3,0.389,53.22311068522777,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.389,53.22311068522777,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,147,118,147,30,1,29,0
147,4.327,3,0.39,53.38976651098664,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.39,53.38976651098664,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,148,118,148,31,1,30,0
148,4.328,3,0.391,53.55653140059138,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.391,53.55653140059138,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,149,118,149,32,1,31,0
149,4.329,3,0.392,53.72340518241322,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.392,53.72340518241322,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,150,118,150,33,1,32,0
150,4.33,3,0.393,53.89038768545913,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.393,53.89038768545913,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,151,118,151,34,1,33,0
151,4.331,3,0.394,54.057478739366886,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.394,54.057478739366886,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,152,118,152,35,1,34,0
152,4.332,3,0.395,54.22467817440127,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.395,54.22467817440127,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,153,118,153,36,1,35,0
153,4.333,3,0.396,54.39198582145069,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.396,54.39198582145069,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,154,118,154,37,1,36,0
154,4.334,3,0.397,54.55940151202173,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.397,54.55940151202173,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,155,118,155,38,1,37,0
155,4.335,3,0.398,54.72692507823705,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.398,54.72692507823705,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,156,118,156,39,1,38,0
156,4.336,3,0.399,54.89455635283073,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.399,54.89455635283073,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,157,118,157,40,1,39,0
157,4.337,3,0.4,55.06229516914448,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.4,55.06229516914448,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,158,118,158,41,1,40,0
158,4.338,3,0.401,55.23014136112375,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.401,55.23014136112375,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,159,118,159,42,1,41,0
159,4.339,3,0.402,55.39809476331435,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.402,55.39809476331435,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,160,118,160,43,1,42,0
160,4.34,3,0.403,55.5661552108586,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.403,55.5661552108586,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,161,118,161,44,1,43,0
161,4.341,3,0.404,55.734322539490826,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.404,55.734322539490826,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,162,118,162,45,1,44,0
162,4.342,3,0.405,55.902596585535335,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.405,55.902596585535335,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,163,118,163,46,1,45,0
163,4.343,3,0.406,56.070977185901626,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.406,56.070977185901626,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,164,118,164,47,1,46,0
164,4.344,3,0.407,56.23946417808103,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.407,56.23946417808103,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,165,118,165,48,1,47,0
165,4.345,3,0.408,56.408057400143306,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.408,56.408057400143306,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,166,118,166,49,1,48,0
166,4.346,3,0.409,56.576756690733305,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.409,56.576756690733305,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,167,118,167,50,1,49,0
167,4.347,3,0.41,56.7455618890663,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.41,56.7455618890663,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,168,118,168,51,1,50,0
168,4.348,3,0.411,56.91447283492635,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.411,56.91447283492635,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,169,118,169,52,1,51,0
169,4.349,3,0.412,57.08348936866161,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.412,57.08348936866161,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,170,118,170,53,1,52,0
170,4.35,3,0.413,57.25261133118125,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.413,57.25261133118125,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,171,118,171,54,1,53,0
171,4.351,3,0.414,57.42183856395226,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.414,57.42183856395226,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,172,118,172,55,1,54,0
172,4.352,3,0.415,57.59117090899578,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.415,57.59117090899578,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,173,118,173,56,1,55,0
173,4.353,3,0.416,57.7606082088836,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.416,57.7606082088836,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,174,118,174,57,1,56,0
174,4.354,3,0.417,57.93015030673566,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.417,57.93015030673566,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,175,118,175,58,1,57,0
175,4.355,3,0.418,58.099797046216175,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.418,58.099797046216175,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,176,118,176,59,1,58,0
176,4.356,3,0.419,58.2695482715305,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.419,58.2695482715305,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,177,118,177,60,1,59,0
177,4.357,3,0.42,58.43940382742213,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.42,58.43940382742213,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,178,118,178,61,1,60,0
178,4.358,3,0.421,58.60936355916921,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.421,58.60936355916921,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,179,118,179,62,1,61,0
179,4.359,3,0.422,58.779427312581106,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.422,58.779427312581106,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,180,118,180,63,1,62,0
180,4.36,3,0.423,58.94959493399635,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.423,58.94959493399635,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,181,118,181,64,1,63,0
181,4.361,3,0.424,59.11986627027841,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.424,59.11986627027841,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,182,118,182,65,1,64,0
182,4.362,3,0.425,59.29024116881337,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.425,59.29024116881337,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,183,118,183,66,1,65,0
183,4.363,3,0.426,59.46071947750633,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.426,59.46071947750633,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,184,118,184,67,1,66,0
184,4.364,3,0.427,59.631301044778965,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.427,59.631301044778965,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,185,118,185,68,1,67,0
185,4.365,3,0.428,59.801985719565394,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.428,59.801985719565394,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,186,118,186,69,1,68,0
186,4.366,3,0.429,59.97277335131068,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.429,59.97277335131068,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,187,118,187,70,1,69,0
187,4.367,3,0.43,60.143663789966915,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.43,60.143663789966915,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,188,118,188,71,1,70,0
188,4.368,3,0.431,60.314656885990615,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.431,60.314656885990615,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,189,118,189,72,1,71,0
189,4.369,3,0.432,60.48575249033971,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.432,60.48575249033971,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,190,118,190,73,1,72,0
190,4.37,3,0.433,60.6569504544708,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.433,60.6569504544708,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,191,118,191,74,1,73,0
191,4.371,3,0.434,60.82825063033564,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.434,60.82825063033564,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,192,118,192,75,1,74,0
192,4.372,3,0.435,60.99965287037934,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.435,60.99965287037934,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,193,118,193,76,1,75,0
193,4.373,3,0.436,61.171157027537035,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.436,61.171157027537035,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,194,118,194,77,1,76,0
194,4.374,3,0.437,61.34276295523092,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.437,61.34276295523092,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,195,118,195,78,1,77,0
195,4.375,3,0.438,61.51447050736772,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.438,61.51447050736772,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,196,118,196,79,1,78,0
196,4.376,3,0.439,61.68627953833612,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.439,61.68627953833612,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,197,118,197,80,1,79,0
197,4.377,3,0.44,61.8581899030031,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.44,61.8581899030031,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,198,118,198,81,1,80,0
198,4.378,3,0.441,62.030201456712646,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.441,62.030201456712646,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,199,118,199,82,1,81,0
199,4.379,3,0.442,62.20231405528202,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.442,62.20231405528202,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,200,118,200,83,1,82,0
200,4.38,3,0.443,62.374527554999446,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.443,62.374527554999446,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,201,118,201,84,1,83,0
201,4.381,3,0.444,62.54684181262163,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.444,62.54684181262163,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,202,118,202,85,1,84,0
202,4.382,3,0.445,62.7192566853709,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.445,62.7192566853709,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,203,118,203,86,1,85,0
203,4.383,3,0.446,62.89177203093203,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.446,62.89177203093203,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,204,118,204,87,1,86,0
204,4.384,3,0.447,63.06438770745129,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.447,63.06438770745129,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,205,118,205,88,1,87,0
205,4.385,3,0.448,63.23710357353214,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.448,63.23710357353214,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,206,118,206,89,1,88,0
206,4.386,3,0.449,63.409919488233896,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.449,63.409919488233896,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,207,118,207,90,1,89,0
207,4.387,3,0.45,63.582835311068465,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.45,63.582835311068465,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,208,118,208,91,1,90,0
208,4.388,3,0.451,63.75585090199845,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.451,63.75585090199845,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,209,118,209,92,1,91,0
209,4.389,3,0.452,63.92896612143363,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.452,63.92896612143363,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,210,118,210,93,1,92,0
210,4.39,3,0.453,64.10218083023004,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.453,64.10218083023004,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,211,118,211,94,1,93,0
211,4.391,3,0.454,64.27549488968609,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.454,64.27549488968609,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,212,118,212,95,1,94,0
212,4.392,3,0.455,64.44890816154124,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.455,64.44890816154124,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,213,118,213,96,1,95,0
